id,yield
15000,5534.723125680232
15001,5856.816428809961
15002,5511.9990802339125
15003,3085.396674395866
15004,3315.4144287112617
15005,8578.730973341764
15006,7132.378770333875
15007,6012.474705178441
15008,4893.368918224454
15009,7984.717097024881
15010,8204.608612974544
15011,8107.5868654677015
15012,5119.811483081633
15013,7364.236903979804
15014,6109.4191971884675
15015,6671.412529982001
15016,4496.770715941667
15017,8386.170040638726
15018,5020.634131343966
15019,6777.563607560725
15020,5522.6061656258225
15021,5918.504321569976
15022,7342.955574630672
15023,7296.474314833038
15024,4995.956346635992
15025,3249.6515928974154
15026,7206.243625672345
15027,7156.174106776269
15028,6527.851904929173
15029,5197.145414045137
15030,2647.3661952919238
15031,8142.065728039703
15032,5447.433588677308
15033,6729.748240507954
15034,6375.7686049346585
15035,5175.222582802616
15036,6426.438790614392
15037,5883.670279204086
15038,3231.5125436914786
15039,6061.921290832649
15040,6967.405857451581
15041,6892.937523142503
15042,4358.711704819345
15043,5824.042185941485
15044,2847.35390719263
15045,5832.302897104269
15046,4196.944346040156
15047,7376.001652380935
15048,6437.662206616562
15049,6750.427790767403
15050,4199.210789802488
15051,8317.595345609603
15052,7828.455419845351
15053,5358.915937023545
15054,5320.938287970017
15055,6965.066521661536
15056,5025.682828090604
15057,8531.574747621635
15058,8480.209290585122
15059,5781.876197420592
15060,5396.970961049263
15061,4253.446017936687
15062,5777.3966076326415
15063,8223.991897856758
15064,4411.0646406999385
15065,3532.2535943690505
15066,6581.992054870735
15067,6436.204157513553
15068,6942.417465631695
15069,3623.700833996288
15070,4898.191491406805
15071,5953.675075742858
15072,5562.0273956225965
15073,5613.1277864656295
15074,7416.4334236831855
15075,4324.468224564239
15076,6458.347535403386
15077,6534.5023048825915
15078,7278.743668214648
15079,7687.876797426682
15080,5901.771094485848
15081,5873.4125469395985
15082,5760.682492734417
15083,7711.275708510777
15084,2978.9552314261614
15085,4715.4301135305395
15086,6969.132522739106
15087,7332.707186834432
15088,7334.375064898588
15089,6488.70767247483
15090,4755.343478279117
15091,5063.539709131212
15092,6221.599828919809
15093,7551.900537816631
15094,4595.814313164119
15095,6895.781926511298
15096,7151.898325861166
15097,4611.954141625138
15098,5346.408057881672
15099,6714.1926747971065
15100,6439.527540592583
15101,2840.413262034454
15102,7994.430756814751
15103,2983.064701626817
15104,5743.952136904121
15105,6362.54727459329
15106,4774.727496196015
15107,7174.373083023957
15108,6501.7760355441105
15109,6320.461317266433
15110,7969.955424638919
15111,6696.40275188584
15112,3286.439511088428
15113,5631.809803805259
15114,6212.492826420189
15115,4159.729899923378
15116,4732.600000355487
15117,7074.503372561134
15118,7021.775601316885
15119,6305.2369722599215
15120,7760.774453581485
15121,7199.29004209688
15122,7401.887757206295
15123,4032.051696442206
15124,5420.525514203075
15125,7797.901755569345
15126,7053.4950769283705
15127,6071.871295707888
15128,6815.501149692571
15129,5132.520808140678
15130,6852.376973981234
15131,7689.7174469192905
15132,6248.992661466542
15133,6857.865594393857
15134,5281.584744523186
15135,3438.859260384534
15136,6654.644905338782
15137,5919.025634866551
15138,6460.468840021842
15139,7524.506833850644
15140,5692.51688387741
15141,7075.515408925711
15142,8105.69901481203
15143,7709.860968451951
15144,7343.747897095795
15145,5632.034467873023
15146,6722.368459725567
15147,5196.925944903513
15148,5233.925282218334
15149,5917.33977482173
15150,6378.806379137607
15151,5495.406483894264
15152,6272.661674919874
15153,6533.5340094263565
15154,8452.506975488817
15155,7121.397562635708
15156,5445.106835557386
15157,5676.52323719
15158,4048.0268199768843
15159,6280.495783948639
15160,4881.543750188177
15161,3597.3829194593513
15162,5801.518093351003
15163,6307.077849310826
15164,5024.947795491228
15165,7424.109925544417
15166,4741.676800058532
15167,8065.585527333021
15168,6838.182267612599
15169,4133.725173076633
15170,5487.393945316597
15171,6757.770079550996
15172,6358.56679517643
15173,7576.697955843514
15174,5194.270369821129
15175,6720.008258923413
15176,4557.707524492365
15177,3069.8941211952247
15178,5103.465712656117
15179,6165.898566051013
15180,5175.67554375905
15181,6069.383125541401
15182,6773.898964893209
15183,5863.180324111356
15184,5884.442221164134
15185,6687.616913245837
15186,4033.165989559502
15187,5731.827142787946
15188,7832.026062782727
15189,7008.066275790863
15190,7237.364020179136
15191,7124.607291358592
15192,5834.14329961403
15193,5161.880724024608
15194,5689.297418237662
15195,5610.5287147445915
15196,6604.9310285752135
15197,3294.926625310324
15198,5839.905342139028
15199,4775.71212252013
15200,7215.420217426106
15201,5315.516702439391
15202,6693.681334985942
15203,8093.34069342188
15204,6372.355686038964
15205,2975.4493483417386
15206,6073.568095506825
15207,3808.961233602736
15208,5730.398980975318
15209,6279.283046754803
15210,3857.5879203067393
15211,5853.83725909649
15212,7169.003590772317
15213,6139.062458497191
15214,7386.31001381506
15215,7471.161144902644
15216,4089.1708624476996
15217,7216.85068866305
15218,4005.579034525133
15219,6721.531724105597
15220,4573.1253267347765
15221,5031.022068498506
15222,7123.835610144825
15223,5300.416275593419
15224,3552.8115194573793
15225,8016.212917044719
15226,4558.846010561811
15227,5368.857522983174
15228,5484.521455898274
15229,7227.744319429128
15230,4265.899988141722
15231,5625.78007724878
15232,4797.556252449339
15233,5607.846964191025
15234,5521.59154525285
15235,6851.084515686504
15236,7804.035768981954
15237,5101.933794189825
15238,3483.5479831442453
15239,7423.10496331216
15240,7577.153838196707
15241,7349.724208805361
15242,5339.01807128374
15243,6455.467349220365
15244,6335.8334446178815
15245,7219.344103880989
15246,4106.962772002555
15247,6134.965821587323
15248,4067.8368005351595
15249,6770.360839724642
15250,6566.344426490956
15251,4551.833614477888
15252,6325.870463367836
15253,6396.242327598974
15254,5325.0690347441205
15255,4700.045304707352
15256,5909.180794651501
15257,7863.8107445794585
15258,7882.686369636905
15259,5128.9870722946525
15260,3886.267078940385
15261,5629.649823799547
15262,5121.2824240416985
15263,7569.927402600455
15264,7562.05591933105
15265,5877.457908592078
15266,5281.387178111654
15267,8418.25496080401
15268,6512.984950095961
15269,4240.710491436085
15270,4944.429820599534
15271,8386.161188542845
15272,5393.383191529862
15273,7141.046155874477
15274,6314.33926976448
15275,8262.143462338798
15276,8064.919136670894
15277,6170.0508869652585
15278,7373.677899247256
15279,5785.148122586696
15280,6877.984224035215
15281,4958.690868004452
15282,4765.756918357622
15283,7692.85424452496
15284,7354.8315301845705
15285,4264.0365107459575
15286,7716.214862804605
15287,6126.652504432142
15288,3672.0217896318263
15289,6281.151929077184
15290,6414.419044539345
15291,5898.7831002386765
15292,6138.449595585716
15293,5740.324170895948
15294,7059.147419831623
15295,8380.126995173163
15296,5174.386076942433
15297,8207.488642749644
15298,4782.782862613601
15299,6276.715428254729
15300,8157.665394720629
15301,6150.085758707822
15302,5344.203811245006
15303,3988.26173570764
15304,7581.446188951832
15305,5270.6743390790925
15306,3029.3444179056046
15307,6896.169147224179
15308,7299.091621326398
15309,6009.362598558085
15310,8437.903593574207
15311,7548.793900115363
15312,6450.811225977693
15313,6163.0709069094555
15314,6220.049685678009
15315,7400.941746967421
15316,7953.203175509094
15317,6922.996906651315
15318,5460.612504791591
15319,5442.119771174789
15320,5527.167538530307
15321,6755.933796857381
15322,8193.296613603632
15323,5441.392900167797
15324,6074.775595187254
15325,4594.815369472956
15326,8289.637363241483
15327,4984.641413486482
15328,3248.120977517284
15329,5877.438833386795
15330,6621.807978071757
15331,6333.841619635285
15332,2878.5775811370772
15333,7615.541038246795
15334,7878.785295661786
15335,4906.952271215932
15336,7286.554730166876
15337,6726.306569437715
15338,4747.172237762495
15339,7212.339184283848
15340,4874.677848672861
15341,4506.604242864828
15342,6318.86791583688
15343,4329.621562771272
15344,5267.559500492462
15345,7182.457556882443
15346,7428.127002584204
15347,4070.9178628159857
15348,5708.476094984462
15349,6677.613742339643
15350,5554.402377410568
15351,6552.829983244149
15352,6460.230362423278
15353,4013.811536362567
15354,8481.017486438046
15355,7046.78888457012
15356,6618.968904486131
15357,5229.777236972208
15358,6547.471097917802
15359,5785.453469742279
15360,7610.4926857989
15361,3738.6515731626087
15362,4210.917891721725
15363,4330.745555873067
15364,6033.708855926352
15365,7579.107989262204
15366,5855.592192303369
15367,6995.959334643635
15368,5261.037068600248
15369,7616.8917570166595
15370,5274.861016765296
15371,5557.5637730117005
15372,4278.566535269147
15373,2988.7685136154905
15374,5724.680746551377
15375,6950.073269017507
15376,8163.485701132411
15377,7919.8230102762
15378,6389.495373058121
15379,5722.314121546595
15380,3898.3382506045327
15381,7703.171654440916
15382,7750.8142916624365
15383,6171.838040280851
15384,5811.599096511578
15385,5798.756015023248
15386,7491.722901131701
15387,7086.830585299777
15388,6451.675906384346
15389,6459.760155337045
15390,4512.867866915555
15391,4364.843831079782
15392,5020.963477753218
15393,5366.765161759572
15394,5089.252831942896
15395,7247.036735906278
15396,7704.487460874394
15397,5890.411535165417
15398,4197.522128813569
15399,5949.271189111958
15400,5862.842566056293
15401,5275.128796351788
15402,4372.359177895383
15403,7880.06857900893
15404,5781.141742632253
15405,6246.000180338685
15406,4081.043969315794
15407,5246.075148603216
15408,7230.328023725477
15409,5286.569113731768
15410,6505.3739482467845
15411,6592.949305262208
15412,6372.309536778921
15413,4213.7112317222845
15414,6115.330456179552
15415,4262.704437746651
15416,6015.485567169229
15417,5632.478023947242
15418,6102.241068826837
15419,6637.6907961398765
15420,6848.3849414300785
15421,6086.5174987078535
15422,6520.896473818327
15423,8349.58721448459
15424,7862.040993426914
15425,6422.27391304059
15426,6761.230238560513
15427,5051.494532096589
15428,7590.308849367997
15429,4313.609916195444
15430,5595.2267308233695
15431,4868.05632201291
15432,4937.580680411146
15433,7488.738993206418
15434,6379.5904126259975
15435,6431.299563498015
15436,4798.660653018487
15437,4341.379601370627
15438,5382.021754431051
15439,7215.95078092744
15440,6637.44257310504
15441,5161.952239532888
15442,5569.347796333155
15443,6271.160809566009
15444,4939.071452296197
15445,6252.922837049604
15446,6610.959787926075
15447,6846.511208230639
15448,5242.58566345677
15449,4557.232122558047
15450,7613.267650759925
15451,4223.854990750806
15452,5895.927751024615
15453,8390.258872183436
15454,4136.038081297369
15455,7026.30785267723
15456,5625.113675749682
15457,8172.642881610735
15458,5250.672344291677
15459,5509.833134803195
15460,7912.931189160715
15461,6797.581567823975
15462,7318.163532990757
15463,7686.310721984035
15464,6205.693369135202
15465,7415.288303834066
15466,5185.407727012747
15467,7208.023239149619
15468,5072.717201785314
15469,7380.987485505415
15470,8050.902735919986
15471,5387.739785024253
15472,6015.723252916176
15473,5142.493738046296
15474,6941.389056807187
15475,5275.864054755335
15476,4961.741699283151
15477,8126.598246560252
15478,8277.554809194386
15479,5780.525989521986
15480,5929.121688678387
15481,4277.850142892992
15482,6766.704307386739
15483,6502.327885847647
15484,7364.579680132193
15485,5506.879747421017
15486,5813.860859211359
15487,4954.357143478439
15488,3433.3687109439743
15489,6134.737304612436
15490,5021.112647650913
15491,7401.82618325977
15492,6835.35722942037
15493,4380.05356283161
15494,7257.840271982682
15495,6099.516696441733
15496,7571.531489942071
15497,5918.832644098305
15498,8551.948477807588
15499,7183.654527507633
15500,7918.923249472164
15501,5426.693796763405
15502,7385.030518480404
15503,3395.8889226996143
15504,5801.1746827372
15505,6258.7436595864065
15506,6047.9237373774195
15507,5732.806148198152
15508,5989.135031736487
15509,5628.519569294751
15510,5685.341957246495
15511,4409.416355688287
15512,7179.455524780373
15513,8131.390715387395
15514,6090.12603771192
15515,5789.211968187486
15516,7819.3920823117005
15517,5739.908400662352
15518,6164.259195611436
15519,5231.600185942951
15520,4046.9358126109064
15521,5655.035354570767
15522,6527.313299520916
15523,7620.211234874991
15524,5346.245904761934
15525,6365.04468676368
15526,8035.989756264099
15527,5515.280601317549
15528,8104.818771620539
15529,6332.578221868397
15530,6628.249446121267
15531,7241.209419316897
15532,4360.8532238643875
15533,6031.854243837877
15534,5531.4833204015795
15535,4304.706467840619
15536,5303.3640668671815
15537,5999.04034856817
15538,3786.0873923892013
15539,7167.270147455407
15540,3938.7716439529477
15541,7311.555197954225
15542,4698.039015203809
15543,7266.9947731267885
15544,7027.384937807086
15545,6191.954527343188
15546,6449.0055124741375
15547,4109.909978687929
15548,6146.320044550761
15549,6106.645821026102
15550,7591.892235240541
15551,6960.950649720629
15552,4092.0572620909325
15553,7359.1066123804885
15554,4089.9668147442026
15555,4141.703423302382
15556,3302.8191502661534
15557,5592.035627190626
15558,7665.295459801208
15559,6666.4635337891705
15560,5506.3849363525715
15561,6347.855866717167
15562,4789.456062061365
15563,8100.865812249397
15564,5954.657707487427
15565,7415.268280314232
15566,5797.993000214452
15567,3908.1849613201916
15568,7388.178703408172
15569,4949.866258404631
15570,6242.636186223535
15571,3475.992145216529
15572,7039.4643833679675
