Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Fault
0.1220269098378139,-0.0169385829055488,0.818146085625209,135.67736229967764,8.662114159162108,2.070119531723657,0
0.4870630085173675,-0.6261329643506333,0.9143383840645928,51.46485401936379,3.2942543632544385,2.898432273190812,0
0.3381500563573614,-0.3635183147600596,0.9770115228452544,139.92370378631995,10.460064956754994,0.0812056073438811,0
0.1429832566892434,0.2981757027774688,0.0588923303270584,141.86614539059684,,2.1121457654175133,0
0.2027354389422082,0.7945460175837396,1.933632702522386,152.985331508548,,0.1615342051346843,0
0.7511055441143265,0.4353695034984887,-1.0560351842648052,82.1997257160607,,3.7296380828138194,0
0.6291945852937246,0.6467820855611467,0.3256647209107891,73.7898148032645,,0.8564937844815667,0
0.2678852188911653,0.5064176961986897,-0.1774182393621818,126.12106860055016,,0.1050723175162571,0
0.324039107814447,1.3584476109827712,-0.0158826411871321,133.40380796236565,10.589869786920596,1.95202311805074,0
0.5254237641630171,-1.1481194663020629,0.1535063050579147,106.49051805084682,8.65874126814078,2.863849869204679,0
0.3469217995546004,0.0973028293618455,0.1645830950760775,160.60676767341923,0.3002870972996234,0.390792878052364,0
0.1512457398863188,1.3818938751017622,1.4716694130232464,129.7647910043849,16.534871494190014,0.5700814087509466,0
0.4153868041212089,1.9336282260426465,1.1835020235419498,89.3201585598883,14.737848801590104,3.124640554049404,0
0.5340325231330687,-0.1289692264141183,0.9782078138323236,93.61033059961682,0.3058026990577129,0.45921205139844,0
0.2192527735307288,1.0097147675438718,0.1680714389772606,96.48583420229204,6.9563643311666805,0.1107413169392058,0
0.173390404125358,0.9603222190656966,-2.009216539117004,71.97279590158792,11.121898139420768,2.445286215841434,1
0.3781531275308861,0.4256347581359233,1.765707148506563,125.44383997061894,2.979724964803076,1.04092867422087,0
0.1456867104233596,0.0645933602173717,1.0040648102763774,130.07921715290303,9.2695148035955,1.824300657332935,0
0.097729733703679,-2.1794930022729853,2.2179595665285503,149.43800675361362,13.20313546646016,1.2574607163791944,0
0.0963645687721077,0.6747339831104918,0.1551847380479303,66.95975048745572,15.756295023666986,0.2825152951617243,0
0.3124541388492097,-1.3751591490453814,1.269240316313296,75.67029464837091,12.872621873885551,2.516086328389263,1
0.6627556322068286,1.4499641908623555,-0.1282121290096668,109.62106998561777,6.378336937108967,0.0291985031414314,0
0.1067668508924842,-0.4714388739065566,1.058361880246356,119.65901487942574,15.997018214376588,2.113353134041483,0
0.2741656215913312,0.209222133791794,0.504854901234092,123.41536040820044,6.149478691211916,1.737068197427647,0
0.5688006582182653,0.635167037098547,0.8197837246405497,130.80072683765928,10.141987543146843,0.4684261850972178,0
0.2572168638766256,-0.132542862202931,1.546108943605654,104.70460184253542,16.34872993196634,0.1223505509421406,0
